83.95600677891645, 0.02342624366892084
107.87939114364241, 0.06426677811173262
154.1780918652023, 0.11673922406891199
198.17678835979916, 0.27724300427590576
271.4172789712819, 0.6062627598050598
363.9863845727024, 1.2987602700606304
468.3892709291882, 1.8810780170458112
641.6439122068266, 3.710771319900128
861.2128171717571, 5.486025330089711
1256.811842917771, 10.820965780542558
1913.2231366641145, 20.907055763728806
3103.095089157413, 37.96862028696719
4825.81768409578, 64.82518806288977
7665.584178184034, 106.20603617874681
12176.993953490171, 170.45354305290658
18547.325353163305, 257.1875234805142
30095.054235141288, 388.0114951727491
47813.59775683176, 585.403988503197
79262.21726855541, 764.528897840275
118186.51416245017, 1252.7040707540357
180176.59300074144, 1277.81883203173
241832.56210270085, 1889.13459641064
360983.7708316007, 1927.0815188902993
527174.9399185394, 2790.484173493485
820848.9320066283, 2788.2736044937756
