,Unnamed: 0,Event ID,Run ID,Dec,RA,Signalness,MJD,Stream,Cut,Dec err,RA err,TS_1.0e+03,ns_1.0e+03,p_1.0e+03,TS_1.7e+05,ns_1.7e+05,p_1.7e+05,TS_steady,ns_steady,p_steady,ra_steady,dec_steady,gamma_steady
35,35,29325450,120935,8.88,225.7,0.319,56246.33035012512,GFU,BRONZE,1.89,2.2,0.23336009845685712,0.40852031071789907,0.0141,0.0,0.0,1.0,3.8912788868476653,42.574220909405895,0.1105,3.9454057080598783,0.1452131775194464,3.1499846504895253
36,36,41853263,121761,74.14,7.67,0.531,56317.26571230239,GFU,BRONZE,6.18,12.38,0.0,0.0,1.0,0.0,0.0,1.0,9.09108882689482,60.992790697732055,0.0065,0.16563222679188755,1.2716861532105133,3.6949793833141693
37,37,56963417,121762,-1.9,280.46,0.31,56317.65900654516,GFU,BRONZE,1.75,4.22,0.0,0.0,1.0,0.8077520171086272,1.0178106279602477,0.19,4.102751270209581,23.902673635820385,0.27375,4.888523343576415,-0.02856470989818725,2.8823711948060526
38,38,40349510,121769,-1.98,352.97,0.61,56319.27998864782,GFU,GOLD,1.87,2.33,0.0,0.0,1.0,0.0,0.0,1.0,0.1140638698778953,10.287554207091926,0.75925,6.1543307878697275,-0.033860899025402694,2.8499999611200546
39,39,62872761,121840,-13.32,48.38,0.317,56331.12141217788,GFU,BRONZE,0.46,0.62,0.0,0.0,1.0,0.0,0.0,1.0,1.7273205878632378,10.771196628896186,0.23375,0.8397736489650656,-0.2321904302581844,3.287966815163882
40,40,5809789,122055,54.68,303.41,0.377,56367.7359925578,GFU,BRONZE,3.3600000000000003,6.529999999999999,0.0,0.0,1.0,0.7824100583984013,0.6470177268599513,0.146,3.953271174686347,48.7025693955762,0.309,5.309859743266002,0.9259237939511442,4.301008616634822
41,41,56194427,122060,20.62,13.45,0.327,56369.28453777279,GFU,BRONZE,2.43,1.67,0.0,0.0,1.0,3.5979616695501377,1.0237134134430061,0.0252,1.7609334480141854,12.360511903976606,0.318,0.23930099753041098,0.37653721911445365,2.4290913284769218
42,42,30701331,122152,20.66,167.83,0.525,56390.18877428146,HESE,GOLD,2.27,6.6,0.0,0.0,1.0,0.0,0.0,1.0,3.3914748150344867,38.574920486188425,0.3515,2.8914731652921666,0.3714747986053623,3.218564633213706
43,43,6905361,122154,4.22,7.38,0.395,56390.75835433359,GFU,BRONZE,8.31,12.919999999999998,0.0,0.0,1.0,3.5954923345232146,2.649886287790601,0.3304,13.387004729841971,69.97168446088648,0.03475,0.14001847132798975,0.06776016896294622,3.6077038880240564
44,44,52726834,122160,29.44,163.56,0.411,56391.98239268221,GFU,BRONZE,7.84,5.18,0.0,0.0,1.0,0.0,0.0,1.0,9.313822080889704,29.703441754331077,0.0555,2.853092856395745,0.4875199204531955,2.603840481266188
45,45,49995489,122316,26.24,337.76,0.452,56420.64119743768,GFU,BRONZE,4.59,5.23,0.0,0.0,1.0,3.7477857879551912,1.1932916013365336,0.0704,0.9740713091975808,13.97027554911843,0.858,5.902105028164617,0.4537007686485847,3.727786886087337
46,46,21601607,122318,2.09,317.5,0.249,56421.18583123269,GFU,BRONZE,2.53,3.61,0.0,0.0,1.0,0.0,0.0,1.0,0.5692223730667434,1.556728719611258,0.83925,5.5460206815621635,0.0379805246687315,1.9890813693825884
47,47,46565711,122361,23.85,45.35,0.364,56431.48285381537,GFU,BRONZE,2.04,4.61,0.0,0.0,1.0,0.0,0.4653265052141983,1.0,4.083544696595727,30.829529612275795,0.21225,0.8135950467571579,0.4232831617606822,3.1260572755283986
48,48,31925079,122469,6.32,164.18,0.351,56443.55692494961,GFU,BRONZE,2.59,4.57,0.0,0.0,1.0,0.0,0.0,1.0,3.0556771715749678,3.9459976192128527,0.41975,2.87522661892167,0.1148494640620984,2.0499997155489873
49,49,17469985,122604,14.17,93.74,0.938,56470.11039111138,GFU,GOLD,2.27,2.15,0.0,0.0,1.0,0.0,0.0,1.0,2.898930868596314,25.36979559541861,0.2245,1.6335944960085267,0.2472482030060544,2.9392057641922595
50,50,60656774,122605,3.73,155.35,0.309,56470.42590147932,GFU,BRONZE,3.14,6.24,0.0,0.0,1.0,0.0,0.0,1.0,4.56268165198648,41.48438796946866,0.234,2.725118380621143,0.0600074416490657,4.484546675906698
51,51,58987459,122663,-2.43,77.87,0.426,56484.5298335607,GFU,BRONZE,2.46,3.78,0.0,0.0,1.0,0.0,0.0,1.0,2.520325169194514,29.528586985657718,0.463,1.372458438126491,-0.03985862497823125,3.232571201139636
52,52,38570780,122768,6.32,122.87,0.319,56504.07237014141,GFU,BRONZE,5.640000000000001,6.64,0.0,0.0,1.0,0.29017397990717897,0.5416159353708858,0.4476,6.853414191653808,58.0070777878316,0.2095,2.1671843786188805,0.11245652733726026,3.549999373514082
53,53,38615684,122772,7.75,214.98,0.28,56505.25626840586,GFU,BRONZE,2.44,8.35,0.0,0.0,1.0,0.0,0.0,1.0,6.248829308349231,51.81011513360244,0.13275,3.7348943151044716,0.1347194264733547,3.7195567606001245
54,54,12516001,122793,13.36,129.02,0.328,56508.81461902112,GFU,BRONZE,2.76,2.68,0.0,0.0,1.0,0.0,0.0,1.0,4.690271916108441,1.6450035546559452,0.15275,2.239501209884951,0.2215908449418401,1.4078403174526393
55,55,16944987,122818,9.22,26.59,0.294,56512.33958626503,GFU,BRONZE,1.78,2.37,0.0,0.0,1.0,0.0,0.0,1.0,1.8203448335667112,8.362445502344507,0.27875,0.4613496036982961,0.173678676709712,2.084902834567376
56,56,69011827,122895,0.56,91.32,0.301,56526.40856500706,GFU,BRONZE,1.41,2.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
57,57,6578595,122973,-10.54,130.17,0.322,56542.79309917137,EHE,GOLD,0.5700000000000001,0.79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
58,58,8144529,123107,10.28,32.92,0.665,56579.90921080246,GFU,GOLD,0.99,1.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
59,59,34573112,123145,11.61,301.9,0.59,56588.55850592728,EHE,GOLD,2.43,2.06,0.0,0.0,1.0,0.0,0.0,1.0,0.3822342594830017,9.300204204503718,0.653,5.270757987775098,0.19923208498797065,3.195173219224682
60,60,40504010,123228,41.81,342.73,0.502,56604.55261167329,GFU,BRONZE,2.29,3.12,0.0,0.0,1.0,0.0,0.12266942899656907,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
61,61,49730417,123240,-17.27,129.24,0.272,56608.03124344143,GFU,BRONZE,0.32,0.52,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
62,62,52248792,123281,19.47,285.16,0.553,56620.14505449561,GFU,GOLD,2.89,3.74,0.0,0.0,1.0,0.0,1.8898262117262603,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
63,63,75182550,123334,-14.21,288.98,0.196,56630.47007245,EHE,GOLD,2.08,1.93,0.0,0.0,1.0,3.100212862113872,1.0706938784259878,0.0712,4.669749362185318,10.188853892277773,0.25525,5.04116017907678,-0.24699761823872374,2.611674387101147
64,64,47444787,123620,-2.69,192.26,0.56,56658.40386364448,GFU,GOLD,1.72,4.44,0.0,0.0,1.0,0.0,0.0,1.0,6.283601029882394,42.890659749987165,0.077,3.3332444474785694,-0.04496307012774738,4.828149068379858
65,65,27529428,123662,78.97,37.9,0.419,56660.88576485459,GFU,BRONZE,15.830000000000002,52.91,0.0,0.0,1.0,2.5941766907627795,1.7941154326177111,0.3616,5.611744383813263,3.493409906879678,0.2885,0.3926871393442864,1.4415079104409914,1.3499999893883672
66,66,34239163,123751,1.57,344.66,0.693,56665.307897028,EHE,GOLD,0.71,1.01,0.0,0.0,1.0,0.01940887705806088,0.14288186799006986,0.2092,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
67,67,72626160,123762,33.02,293.12,0.927,56666.50298620128,GFU,GOLD,0.98,1.98,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
68,68,11659459,123867,0.71,337.59,0.335,56671.87788784308,HESE,BRONZE,1.83,1.49,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
69,69,63557286,123986,37.45,138.82,0.458,56679.14747345406,GFU,BRONZE,4.04,13.63,0.0,0.0,1.0,0.0,0.0,1.0,2.7781829464201513,19.66519311514744,0.828,2.4468392587627505,0.6552720860591545,2.9164163646371595
70,70,77999595,123986,-86.07,220.29,0.821,56679.20447983344,HESE,GOLD,1.23,17.31,0.0,0.0,1.0,0.0,0.0,1.0,1.0107885909707346,3.1861278911859783,0.59675,3.782851729027498,-1.5006142552256871,2.877168119829882
71,71,15174527,124136,-13.55,349.58,0.126,56691.78513352538,EHE,GOLD,2.88,5.19,0.0,0.0,1.0,0.0,0.0,1.0,9.326169755753062,30.29094998686118,0.10025,6.121120250844099,-0.264129011313882,4.17552329506828
72,72,76481548,124221,13.06,202.59,0.394,56701.80908624909,GFU,BRONZE,4.83,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8769724821247262,27.56292805146331,0.85425,3.5656131006639393,0.22805666877970196,3.7361633675264136
73,73,49827757,124296,32.58,118.83,0.43,56711.92014365716,GFU,BRONZE,15.51,23.74,0.0,0.0,1.0,0.23876002563143395,0.971149473583894,0.9768,,,,,,
74,74,19400842,124340,32.93,308.06,0.396,56723.92001535036,GFU,BRONZE,5.94,7.290000000000001,0.0,0.0,1.0,0.0,0.0,1.0,4.383720895945203,34.990934976071486,0.4655,5.3811067024825325,0.5519814285166408,3.2494048702766096
75,75,35466777,124463,51.06,225.7,0.403,56740.08928629087,GFU,BRONZE,6.87,10.32,0.0,0.0,1.0,2.176221721362399,1.0603309359157416,0.202,4.098692734316117,24.317410339711227,0.61625,3.9658760418360846,0.8854270540528584,2.839220783628972
76,76,66087371,124547,81.22,2.11,0.627,56757.09875662815,GFU,GOLD,14.94,210.43,0.0,0.0,1.0,2.1687221487608546,0.9667354903213268,0.6608,,,,,,
77,77,22040903,124569,15.91,146.95,0.454,56758.56676566884,GFU,BRONZE,5.51,6.24,0.0,0.0,1.0,0.3547156674309315,1.4479577969322792,0.3104,3.5524552729963723,47.64592229939927,0.60775,2.6039548854222008,0.2907787953224148,3.6948487242149026
78,78,5182926,124643,16.57,6.28,0.489,56767.85935512539,GFU,BRONZE,9.88,12.92,0.0,0.0,1.0,0.0,0.0,1.0,9.66246442931507,58.07703265989526,0.15825,0.11285187395462871,0.25777157886426544,3.0227351412333268
79,79,33063779,124693,46.57,162.3,0.404,56780.95701619062,GFU,BRONZE,10.52,18.17,0.0,0.0,1.0,0.0,0.0,1.0,13.55942049391944,65.37556312478276,0.0315,2.8214076205557523,0.7499397374578111,3.9216300120703784
80,80,42577032,124829,7.56,9.71,0.377,56811.14246654727,GFU,BRONZE,1.36,1.5,0.0,0.0,1.0,0.0,0.0,1.0,5.977676734331141,1.8696235207212915,0.039,0.16916628706091744,0.1325988915830069,1.6663272691983817
81,81,74171655,124852,1.31,106.26,0.815,56817.63639386016,GFU,GOLD,1.91,4.83,0.0,0.0,1.0,0.0,0.0,1.0,4.771960770320884,34.50404164680984,0.24875,1.8460034807027605,0.020834835460305425,3.0448490168432722
82,82,32863663,124861,11.45,110.65,0.997,56819.20444852863,GFU,GOLD,0.38,1.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
83,83,15096469,124994,53.62,157.07,0.504,56842.29777539684,GFU,BRONZE,6.83,9.33,0.0,0.0,1.0,0.0,0.0,1.0,1.0663219761290466,5.152609308070985,0.951,2.7206647656870593,0.9404881697837365,2.4146027906099303
84,84,73159253,125001,2.54,25.88,0.559,56843.66869305359,GFU,GOLD,3.54,4.84,0.0,0.0,1.0,0.0,0.0,1.0,11.065975165581659,67.5317004561789,0.01825,0.4582784470861913,0.01876599482759312,3.7364230818413016
85,85,43302321,125011,14.17,240.86,0.478,56845.49980612584,GFU,BRONZE,3.19,5.15,0.0,0.0,1.0,0.0,0.0,1.0,5.78912651542255,44.61771643229889,0.13775,4.196666277022188,0.2565575173391441,3.5206000865271347
86,86,64570437,125046,15.6,0.79,0.391,56851.55657843665,GFU,BRONZE,1.55,2.33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
87,87,31397276,125071,-32.89,101.82,0.565,56859.7588334034,HESE,GOLD,13.31,13.63,0.0,0.0,1.0,0.0,0.0,1.0,11.950901298977875,19.670621049239674,0.3505,1.753425313964871,-0.6500524721373185,3.219582959994689
88,88,19617837,125205,1.87,271.45,0.267,56889.378046941,GFU,BRONZE,2.88,5.23,0.0,0.0,1.0,0.0,0.0,1.0,3.683664970434128,33.934334356283514,0.44925,4.732694443804745,0.03408041014058191,3.5467222552470035
89,89,65606123,125338,-1.6,169.72,0.241,56923.72110248644,EHE,GOLD,0.8200000000000001,1.5299999999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
90,90,12316485,125349,-0.63,50.89,0.481,56927.16084624148,GFU,GOLD,2.91,9.05,0.0,0.0,1.0,0.0,0.0,1.0,7.947198976107762,49.00217129927439,0.1295,0.8860325140679961,-0.008145831082468302,3.674569218915664
91,91,26630854,125422,3.21,63.85,0.436,56942.75086742418,GFU,BRONZE,1.98,3.6000000000000005,0.0,0.0,1.0,0.0,0.0,1.0,5.2187200804398355,52.2760019370235,0.1175,1.1354999262972443,0.047092290219836117,3.242967648603314
92,92,54236696,125544,6.43,253.43,0.286,56971.29675779433,GFU,BRONZE,1.39,1.93,,,,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
93,93,19184163,125558,28.0,221.48,0.38,56975.25687203509,GFU,BRONZE,4.609999999999999,6.82,0.0,0.0,1.0,2.096220623003513,1.4831661387079083,0.1488,1.1807915215705966,18.054544262389882,0.85975,3.8740459920381607,0.4774951394401408,3.8186666540319534
94,94,21174828,125693,17.23,246.36,0.331,56999.66839927126,GFU,BRONZE,2.38,3.65,0.0,0.0,1.0,0.0,0.0,1.0,4.646662912518812,40.304484174179514,0.178,4.307258887521315,0.3101904646945229,3.459047330520219
95,95,6405911,125709,1.57,318.12,0.373,57001.84777231211,GFU,BRONZE,3.29,4.26,,,,0.0,0.0,1.0,1.4954075956916584,4.08894607850423,0.766,5.542476046799621,0.03594972647088902,2.0333257999191052
96,96,12938244,125757,-1.94,179.08,0.35,57012.41025006228,GFU,BRONZE,1.5299999999999998,1.98,0.0,0.0,1.0,0.40349221862911633,0.9636858382526782,0.1584,1.0526695975308158,20.11730154658096,0.48675,3.1190498198369268,-0.03841443695198461,3.515362553223882
97,97,16042897,125796,2.91,318.74,0.317,57024.79626014654,GFU,BRONZE,0.8300000000000001,5.23,0.0,0.0,1.0,7.507991155134546,0.9938175832308006,0.0068,0.1191330331943048,13.454548095862581,0.86975,5.580622106328018,0.052106909638285466,3.062809302102658
98,98,83097666,125800,28.76,272.11,0.448,57026.39897076738,GFU,BRONZE,4.2700000000000005,3.25,0.0,0.0,1.0,0.0,0.0,1.0,1.2177059184715882,16.812336764617534,0.63825,4.747300159038005,0.5057343082937634,4.328289695840189
99,99,11025256,125929,4.33,152.53,0.374,57040.5094546912,GFU,BRONZE,1.5699999999999998,4.26,0.0,0.0,1.0,1.7550417869903063,0.9012767669195126,0.112,0.26690067677048646,4.719657783730886,0.7965,2.6787699416780977,0.07162405283901177,2.21491194682661
100,100,55750717,125934,6.43,286.92,0.347,57041.36873106383,GFU,BRONZE,1.13,2.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
101,101,7449833,125940,14.13,95.89,0.336,57042.98466339843,GFU,BRONZE,1.0,2.55,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
102,102,61389842,125968,4.59,100.37,0.661,57049.48125162859,GFU,GOLD,1.46,2.99,0.0,0.0,1.0,0.0,0.0,1.0,0.25464855588011126,28.296914056082926,0.71425,1.7308666556444843,0.08227797421165808,3.797284111831885
103,103,80686964,125973,6.39,358.51,0.334,57051.22743860722,GFU,BRONZE,6.83,10.46,0.0,0.0,1.0,11.09342533950555,3.0880153122893055,0.008,3.724279486473418,4.8606235912398175,0.851,6.2510930728444976,0.10824228652099462,2.0662929921424804
104,104,40384770,126082,55.11,237.75,0.379,57077.99961383577,GFU,BRONZE,6.41,10.52,0.0,0.0,1.0,0.0,0.0,1.0,2.940885097732197,32.91108229998994,0.7935,4.136552547969821,0.9951762859555647,3.737992672919545
105,105,74589372,126148,-3.36,127.05,0.292,57094.32057719976,GFU,BRONZE,1.5,3.83,0.0,0.0,1.0,0.0,0.0,1.0,0.3886018908814437,22.32348940762739,0.51725,2.203164093972909,-0.05443033126365548,4.157278029759549
106,106,20883844,126308,15.02,31.07,0.321,57140.59078409722,GFU,BRONZE,3.36,10.46,0.0,0.0,1.0,4.825317662590592,2.8512645512647374,0.0644,6.467973305550478,55.93475409123567,0.26625,0.6031649614351113,0.2576301565985108,4.006590539155417
107,107,61611641,126370,12.14,91.49,0.768,57157.94156141448,GFU,GOLD,1.03,1.67,0.0,0.0,1.0,0.0,0.0,1.0,0.6583060867959851,20.30975900040336,0.52575,1.6042221709619486,0.21284729719027376,3.396348526092976
108,108,50771014,126405,-1.49,139.79,0.282,57168.01697966309,GFU,BRONZE,1.91,5.45,0.0,0.0,1.0,0.0,0.0,1.0,0.35442881384435054,15.689345842757211,0.8985,2.435959285373108,-0.020834841125344984,4.830674285303773
109,109,50123696,126423,9.63,333.37,0.27,57174.01819277732,GFU,BRONZE,2.38,4.13,0.0,0.0,1.0,0.030399297978224715,0.34325196251213774,0.24,5.609430649369144,24.04568908433712,0.092,5.841245955279081,0.17273267781605114,2.6767662836451125
110,110,1581608,126456,0.3,49.53,0.313,57182.02652179277,GFU,BRONZE,1.27,2.2,0.0,0.0,1.0,0.0,0.0,1.0,4.812377998576068,46.15357209770164,0.104,0.8793834836526427,0.00021577985809851557,3.1499999002562937
111,111,35956042,126456,0.22,245.43,0.305,57182.18015402858,GFU,BRONZE,1.97,2.9,0.0,0.0,1.0,4.806940192335114,1.6626238005229903,0.0228,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
112,112,73786337,126514,0.86,71.89,0.286,57198.63994560632,GFU,BRONZE,4.220000000000001,9.05,0.0,0.0,1.0,3.706516890858623,1.659181732415192,0.1188,8.216678992358721,50.71433836745258,0.1625,1.277092896708529,0.005693941157593644,3.947142159582385
113,113,20091930,126515,19.08,306.43,0.456,57198.73160683759,GFU,BRONZE,2.09,4.04,0.0,0.0,1.0,0.0,0.0,1.0,3.0759186022413942,34.73328595586806,0.33525,5.347846951873031,0.3240697743219874,3.2067787848848264
114,114,19175993,126620,26.36,326.29,0.841,57217.90971640158,GFU,GOLD,4.08,2.81,0.0,0.0,1.0,0.0,0.0,1.0,2.705087074120991,25.64251077705315,0.40075,5.68800087455012,0.4537395543536002,4.649999344359017
115,115,23477554,126703,-17.15,221.75,0.199,57243.32199463605,GFU,BRONZE,0.39,0.5700000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
116,116,29833358,126717,30.09,317.59,0.439,57246.31776017207,GFU,BRONZE,4.74,9.76,0.0,0.0,1.0,0.33534259713972725,0.7764953960318035,0.3772,1.8748645742703207,26.654190187202357,0.851,5.593494726736566,0.5370563650580844,3.327990794459158
117,117,53509959,126718,6.17,328.27,0.831,57246.75908975384,GFU,GOLD,1.02,1.63,0.0,0.0,1.0,2.9923157556100684,2.148027618251736,0.0356,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
118,118,62990844,126769,-2.35,325.9,0.35,57257.62259727911,GFU,BRONZE,4.699999999999999,7.640000000000001,0.0,0.0,1.0,5.854993331857633,2.702237901738098,0.0568,5.5842927276177345,55.78377431004589,0.33525,5.721565906993625,-0.010326341487764087,3.4171430331138617
119,119,67205547,126798,34.0,54.76,0.579,57265.21781542625,GFU,GOLD,2.34,1.84,0.0,0.0,1.0,0.0,0.0,1.0,7.148743154376408,51.66347345789712,0.029,0.9575337343689423,0.6038953752447811,3.849999944075781
120,120,38566267,126812,28.08,133.77,0.741,57269.75966081816,GFU,GOLD,1.06,1.41,0.0,0.0,1.0,0.0,0.0,1.0,0.5824773204460234,16.52343932935813,0.4205,2.3373691614279606,0.4878750848319557,4.183388182194624
121,121,8902133,126848,30.35,129.68,0.426,57279.87493400848,GFU,BRONZE,3.17,4.48,0.0,0.0,1.0,0.0,0.0,1.0,2.4992982812166122,28.91363395562061,0.48625,2.2655864621180664,0.5343578806029671,4.083165093626807
122,122,17477746,126860,-2.95,49.83,0.28,57283.54571304107,GFU,BRONZE,2.6900000000000004,6.24,0.0,0.0,1.0,2.3168870210046464,2.418629396720558,0.1352,1.0178007249032763,19.1699708375521,0.76025,0.8826833959469916,-0.05000136108523796,3.634305408630662
123,123,14025085,126863,30.35,279.54,0.674,57284.20566484769,GFU,GOLD,3.69,4.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
124,124,30560694,126878,3.96,103.23,0.334,57288.0267907843,EHE,GOLD,1.35,1.84,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
125,125,6416344,126911,-4.56,194.55,0.296,57291.90119021698,EHE,GOLD,1.57,2.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
126,126,9961785,126976,52.37,178.72,0.516,57308.12441298802,GFU,BRONZE,2.22,2.26,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
127,127,59479399,126989,19.95,197.53,0.754,57312.67572957463,GFU,GOLD,5.3,5.18,0.0,0.0,1.0,9.306260291396233,2.4780537544905097,0.0104,4.713981883205988,20.172768800053074,0.341,3.443516008585741,0.3338390395556667,2.6499974322084126
128,128,69211097,127112,12.71,76.16,0.957,57340.87348405651,GFU,GOLD,1.38,2.72,0.0,0.0,1.0,0.0,0.0,1.0,9.490005441819978,23.530754088373396,0.007,1.3132270120276068,0.22053325630823734,2.3243189333744954
129,129,9907321,127154,-2.24,262.05,0.637,57348.5316095805,GFU,GOLD,1.3,1.93,0.0,0.0,1.0,0.0,0.0,1.0,0.5871978699167872,19.409278321328596,0.534,4.578668293089089,-0.04240558189736422,3.646512352534315
130,130,17650073,127357,5.0,79.41,0.566,57391.44384330693,GFU,GOLD,1.83,1.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
131,131,54505431,127495,-14.9,263.76,0.146,57415.18345819237,EHE,GOLD,2.28,2.9000000000000004,0.0,0.0,1.0,0.0,0.0,1.0,0.7160892151045903,6.835323982822176,0.93125,4.59887440208116,-0.2580631654147893,3.8291542517639434
132,132,48070937,127603,60.06,311.87,0.596,57443.88039407472,GFU,GOLD,3.02,3.96,0.0,0.0,1.0,1.4210854715202004e-14,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
133,133,18431575,127650,10.47,91.32,0.28,57454.69665795971,GFU,BRONZE,7.19,15.74,0.0,0.0,1.0,0.0,0.0,1.0,6.763632881357749,56.02653996520855,0.47575,1.6201973613114913,0.15010371599921327,3.6284951575294615
134,134,55820225,127742,15.48,151.22,0.851,57478.56517147233,GFU,GOLD,1.39,1.32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
135,135,45902607,127790,-4.07,235.63,0.367,57488.7345027906,GFU,BRONZE,2.17,2.68,0.0,0.0,1.0,0.0,0.0,1.0,1.140933181128526,10.48593343408629,0.27325,4.101113566409291,-0.07726645277862297,2.371887171737845
136,136,67093193,127853,9.71,240.29,0.451,57505.24481760429,HESE,BRONZE,0.99,0.92,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
137,137,25056152,127910,1.9,352.88,0.393,57518.66395275027,EHE,GOLD,1.42,3.21,0.0,0.0,1.0,0.0,0.0,1.0,0.8679353029369619,31.789685550581876,0.647,6.180816812034863,0.02805949305197521,3.8499998706182725
138,138,69069846,128034,4.67,16.52,0.249,57551.43429290814,GFU,BRONZE,2.39,1.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
139,139,17929326,128065,40.82,214.76,0.413,57553.52619622136,GFU,BRONZE,7.31,7.29,0.0,0.0,1.0,0.0,0.0,1.0,2.7258198861344756,8.365246772939914,0.858,3.780966187178526,0.6860391307931928,2.3971991955299985
140,140,65335330,128067,12.64,304.32,0.41,57554.40430995815,GFU,BRONZE,2.67,2.68,0.0,0.0,1.0,0.0,0.0,1.0,0.2978092865421562,30.085238478761077,0.7535,5.318713691817853,0.20463059028562777,3.749998224953224
141,141,54386016,128209,0.6,351.43,0.278,57576.1679717178,GFU,BRONZE,1.94,3.83,0.0,0.0,1.0,0.0,0.0,1.0,0.7066564339597265,17.805321325501136,0.756,6.130820846504477,0.004262994600171703,3.8990696677136905
142,142,44251618,128253,29.23,60.25,0.368,57589.9135279203,GFU,BRONZE,11.19,19.6,0.0,0.0,1.0,1.4638288782839783,0.9698563008995832,0.6772,,,,,,
143,143,49218472,128278,14.67,113.12,0.296,57596.34413697475,GFU,BRONZE,2.2,3.47,0.0,0.0,1.0,4.109341056307404,1.0267141004983364,0.0312,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
144,144,6888376,128290,-0.3,214.58,0.441,57600.07990202622,HESE,BRONZE,1.12,1.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
145,145,15195696,128292,20.07,312.63,0.385,57600.78487911152,GFU,BRONZE,4.69,6.95,0.0,0.0,1.0,1.7587596757497224,1.6207775506588464,0.2184,2.630416767750988,3.818329662942881,0.74,5.442265309569816,0.32739360996235534,1.9749525844606932
146,146,26552458,128311,-0.71,122.78,0.578,57606.51496299994,GFU,GOLD,1.12,2.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.280117345603815,0.7297276562269662,2.0
147,147,9739548,128334,48.83,86.99,0.527,57612.68415338799,GFU,BRONZE,19.95,30.58,0.0,0.0,1.0,9.25775392529528,1.0447484816497232,0.1064,,,,,,
148,148,58537957,128340,-32.13,200.04,0.607,57614.90687586575,HESE,GOLD,2.99,5.800000000000001,0.0,0.0,1.0,2.881228252922102,0.9839288901089964,0.162,1.6849569524458867,9.74642241145803,0.98375,3.530995536079607,-0.5493018086660266,4.3306471438139065
149,149,14557367,128547,1.34,241.13,0.508,57655.74106664507,GFU,GOLD,6.199999999999999,10.81,0.0,0.0,1.0,4.07940738947027,1.3393801282713318,0.1856,3.497422760849325,31.939545601448504,0.889,4.228056922667955,0.03989819449983404,2.9297989316333313
150,150,21044380,128567,37.12,192.57,0.639,57662.43916514374,GFU,GOLD,4.0,4.57,0.0,0.0,1.0,0.0,0.0,1.0,1.6683355526017465,35.77435779139715,0.66675,3.3480236916293626,0.6123910710693317,4.033409323600796
